4.133333 8.153755 9.100000
4.066667 8.120475 9.100000 
3.966667 8.087193 9.100000 
3.900000 8.087193 9.100000 
3.833333 8.053913 9.100000 
3.766667 8.053913 9.100000 
3.700000 8.020633 9.100000 
3.666667 7.987352 9.100000 
3.600000 7.954072 9.100000 
3.533333 7.920791 9.100000 
3.466667 7.887510 9.100000 
3.400000 7.854229 9.100000 
3.366667 7.787668 9.100000 
3.300000 7.754388 9.100000 
3.233334 7.721107 9.100000 
3.233334 7.654546 9.100000 
3.200001 7.621265 9.100000 
3.133334 7.587984 9.100000 
3.100000 7.521423 9.100000 
3.033334 7.488142 9.100000 
2.966667 7.454862 9.100000 
2.933333 7.421581 9.100000 
2.900000 7.388301 9.100000 
2.866667 7.321739 9.100000 
2.833333 7.288458 9.100000 
2.800000 7.255178 9.100000 
2.766666 7.221898 9.100000 
2.700000 7.188617 9.100000 
2.666667 7.155336 9.100000 
2.633333 7.088775 9.100000 
2.600000 7.022214 9.100000 
2.533334 6.955652 9.100000 
2.500000 6.922372 9.100000 
2.466667 6.889091 9.100000 
2.466667 6.822530 9.100000 
2.433334 6.789249 9.100000 
2.400000 6.755969 9.100000 
2.400000 6.689407 9.100000 
2.366667 6.556285 9.100000 
2.366667 6.489724 9.100000 
2.333333 6.456443 9.100000 
2.300000 6.423162 9.100000 
2.266667 6.389881 9.100000 
2.200000 6.389881 9.100000 
2.166667 6.356601 9.100000 
2.100000 6.323320 9.100000 
2.066667 6.290040 9.100000 
2.000000 6.256759 9.100000 
1.966667 6.223478 9.100000 
1.933334 6.190198 9.100000 
1.900000 6.057075 9.100000 
1.866667 6.023795 9.100000 
1.833333 5.990514 9.100000 
1.800000 5.957233 9.100000 
1.766667 5.890672 9.100000 
1.733333 5.857391 9.100000 
1.666667 5.824111 9.100000 
1.633333 5.790831 9.100000 
1.600000 5.724269 9.100000 
1.566666 5.591146 9.100000 
1.533333 5.557866 9.100000 
1.500000 5.491305 9.100000 
1.433334 5.424743 9.100000 
1.366667 5.391462 9.100000 
1.333334 5.358182 9.100000 
1.266667 5.358182 9.100000 
1.200000 5.291621 9.100000 
1.133333 5.291621 9.100000 
1.100000 5.258340 9.100000 
1.066667 5.191779 9.100000 
1.000000 5.158498 9.100000 
0.966666 5.091937 9.100000 
0.933333 5.025375 9.100000 
0.933333 4.925534 9.100000 
0.966666 4.858973 9.100000 
0.933333 4.792411 9.100000 
0.933333 4.692569 9.100000 
0.866667 4.626008 9.100000 
0.866667 4.526166 9.100000 
0.833334 4.459605 9.100000 
0.833334 4.359763 9.100000 
0.800000 4.259921 9.100000 
0.733334 4.126799 9.100000 
0.733334 3.893834 9.100000 
0.733334 3.827273 9.100000 
0.700000 3.793992 9.100000 
0.700000 3.660870 9.100000 
0.700000 3.427905 9.100000 
0.700000 3.294783 9.100000 
0.700000 3.228221 9.100000 
0.733334 3.194941 9.100000 
0.800000 3.128380 9.100000 
0.833334 3.095099 9.100000 
0.833334 3.028538 9.100000 
0.833334 2.828854 9.100000 
0.900000 2.828854 9.100000 
0.933333 2.795573 9.100000 
1.000000 2.729012 9.100000 
1.066667 2.695731 9.100000 
1.066667 2.629170 9.100000 
1.100000 2.562609 9.100000 
