4.433333 6.389881 3.600000
4.366667 6.356601 3.600000 
4.300000 6.356601 3.600000 
4.266667 6.323320 3.600000 
4.200000 6.290040 3.600000 
4.166667 6.256759 3.600000 
4.100000 6.256759 3.600000 
3.966667 6.290040 3.600000 
3.800000 6.290040 3.600000 
3.733334 6.290040 3.600000 
3.666667 6.256759 3.600000 
3.500000 6.256759 3.600000 
3.400000 6.223478 3.600000 
3.266667 6.190198 3.600000 
3.166667 6.156917 3.600000 
3.133334 6.123637 3.600000 
3.066667 6.090356 3.600000 
3.033334 6.023795 3.600000 
2.966667 5.990514 3.600000 
2.933333 5.923953 3.600000 
2.900000 5.890672 3.600000 
2.866667 5.857391 3.600000 
2.766666 5.824111 3.600000 
2.700000 5.824111 3.600000 
2.666667 5.790831 3.600000 
2.633333 5.757549 3.600000 
2.566667 5.724269 3.600000 
2.500000 5.690988 3.600000 
2.466667 5.624427 3.600000 
2.433334 5.591146 3.600000 
2.400000 5.557866 3.600000 
2.366667 5.524585 3.600000 
2.366667 5.458024 3.600000 
2.333333 5.324901 3.600000 
2.366667 5.291621 3.600000 
2.333333 5.225060 3.600000 
2.266667 5.191779 3.600000 
2.200000 5.158498 3.600000 
2.166667 5.125217 3.600000 
2.133333 5.058656 3.600000 
2.100000 4.992095 3.600000 
2.066667 4.925534 3.600000 
2.033334 4.858973 3.600000 
1.966667 4.825692 3.600000 
1.933334 4.759130 3.600000 
1.900000 4.725850 3.600000 
1.866667 4.692569 3.600000 
1.833333 4.659289 3.600000 
1.833333 4.592728 3.600000 
1.800000 4.459605 3.600000 
1.766667 4.359763 3.600000 
1.733333 4.326482 3.600000 
1.700000 4.259921 3.600000 
1.633333 4.226641 3.600000 
1.600000 4.160079 3.600000 
1.566666 4.093518 3.600000 
1.533333 4.026957 3.600000 
1.500000 3.993676 3.600000 
1.466667 3.927115 3.600000 
1.433334 3.860553 3.600000 
1.433334 3.760711 3.600000 
1.433334 3.594309 3.600000 
1.466667 3.561028 3.600000 
1.533333 3.527747 3.600000 
1.600000 3.494466 3.600000 
1.633333 3.427905 3.600000 
1.633333 3.194941 3.600000 
1.666667 3.061818 3.600000 
1.700000 3.028538 3.600000 
1.733333 2.961976 3.600000 
1.800000 2.895415 3.600000 
1.800000 2.828854 3.600000 
1.866667 2.795573 3.600000 
1.933334 2.762293 3.600000 
1.966667 2.695731 3.600000 
2.033334 2.662451 3.600000 
2.066667 2.629170 3.600000 
2.100000 2.595889 3.600000 
2.166667 2.562609 3.600000 
2.266667 2.562609 3.600000 
2.333333 2.529328 3.600000 
2.400000 2.496047 3.600000 
2.400000 2.429486 3.600000 
2.466667 2.396206 3.600000 
2.533334 2.362925 3.600000 
2.600000 2.329644 3.600000 
2.666667 2.296364 3.600000 
2.733333 2.263083 3.600000 
2.800000 2.263083 3.600000 
2.866667 2.229802 3.600000 
3.033334 2.229802 3.600000 
3.166667 2.263083 3.600000 
3.366667 2.263083 3.600000 
4.100000 2.263083 3.600000 
4.155990 2.295974 3.600000 
4.200000 2.296364 3.600000 
4.300000 2.263083 3.600000 
4.366667 2.263083 3.600000 
4.400001 2.229802 3.600000 
4.433333 2.163241 3.600000 
4.566667 2.163241 3.600000 
4.600000 2.129961 3.600000 
4.666667 2.129961 3.600000 
4.966667 2.129961 3.600000 
5.066667 2.163241 3.600000 
5.200000 2.163241 3.600000 
5.500000 2.163241 3.600000 
5.700000 2.196522 3.600000 
5.766667 2.263083 3.600000 
5.800000 2.296364 3.600000 
5.866667 2.296364 3.600000 
5.933334 2.296364 3.600000 
5.966667 2.329644 3.600000 
6.133334 2.329644 3.600000 
6.300000 2.329644 3.600000 
6.433333 2.362925 3.600000 
6.566667 2.396206 3.600000 
6.600000 2.362925 3.600000 
6.666667 2.329644 3.600000 
6.733334 2.296364 3.600000 
6.833333 2.296364 3.600000 
6.900001 2.296364 3.600000 
6.966667 2.263083 3.600000 
7.133334 2.263083 3.600000 
7.300001 2.263083 3.600000 
7.466667 2.296364 3.600000 
7.533333 2.329644 3.600000 
7.566667 2.362925 3.600000 
7.633333 2.362925 3.600000 
7.700000 2.362925 3.600000 
7.733334 2.396206 3.600000 
7.800000 2.396206 3.600000 
7.833334 2.429486 3.600000 
7.866667 2.462767 3.600000 
7.933334 2.496047 3.600000 
8.000001 2.529328 3.600000 
8.066668 2.562609 3.600000 
8.100000 2.595889 3.600000 
8.133333 2.662451 3.600000 
8.166667 2.695731 3.600000 
8.200001 2.762293 3.600000 
8.233335 2.828854 3.600000 
8.233335 2.961976 3.600000 
8.233335 3.095099 3.600000 
8.200001 3.194941 3.600000 
8.133333 3.261502 3.600000 
8.133333 3.328063 3.600000 
8.100000 3.394625 3.600000 
8.066668 3.427905 3.600000 
8.066668 3.494466 3.600000 
8.033334 3.527747 3.600000 
8.000001 3.594309 3.600000 
7.966667 3.627589 3.600000 
7.933334 3.660870 3.600000 
7.866667 3.660870 3.600000 
7.833334 3.694150 3.600000 
7.800000 3.727431 3.600000 
7.733334 3.727431 3.600000 
7.700000 3.760711 3.600000 
7.666667 3.793992 3.600000 
7.633333 3.860553 3.600000 
7.566667 3.893834 3.600000 
7.533333 3.927115 3.600000 
7.466667 3.960396 3.600000 
7.433333 3.993676 3.600000 
7.400001 4.060237 3.600000 
7.366667 4.093518 3.600000 
7.300001 4.126799 3.600000 
7.266667 4.193359 3.600000 
7.200000 4.226641 3.600000 
7.166667 4.259921 3.600000 
7.133334 4.293202 3.600000 
7.100000 4.326482 3.600000 
7.066667 4.359763 3.600000 
7.033333 4.426324 3.600000 
6.966667 4.459605 3.600000 
7.000000 4.492885 3.600000 
7.033333 4.526166 3.600000 
7.066667 4.559447 3.600000 
7.066667 4.626008 3.600000 
7.066667 4.992095 3.600000 
7.033333 5.058656 3.600000 
6.966667 5.125217 3.600000 
6.933333 5.158498 3.600000 
6.933333 5.225060 3.600000 
6.900001 5.258340 3.600000 
6.866667 5.291621 3.600000 
6.833333 5.324901 3.600000 
6.800001 5.358182 3.600000 
6.766667 5.391462 3.600000 
6.733334 5.424743 3.600000 
6.700001 5.458024 3.600000 
6.666667 5.491305 3.600000 
6.633334 5.524585 3.600000 
6.566667 5.557866 3.600000 
6.533334 5.591146 3.600000 
6.466667 5.624427 3.600000 
6.400000 5.657708 3.600000 
6.366667 5.724269 3.600000 
6.333333 5.757549 3.600000 
6.266667 5.790831 3.600000 
6.200001 5.824111 3.600000 
6.133334 5.857391 3.600000 
6.066667 5.857391 3.600000 
6.033334 5.923953 3.600000 
5.966667 5.957233 3.600000 
5.866667 5.957233 3.600000 
5.800000 5.957233 3.600000 
5.766667 5.990514 3.600000 
5.700000 5.990514 3.600000 
5.666667 6.023795 3.600000 
5.600000 6.057075 3.600000 
5.566667 6.123637 3.600000 
5.500000 6.156917 3.600000 
5.433334 6.190198 3.600000 
5.366667 6.223478 3.600000 
5.300000 6.256759 3.600000 
5.233334 6.290040 3.600000 
5.166667 6.323320 3.600000 
5.133334 6.356601 3.600000 
5.066667 6.356601 3.600000 
4.933334 6.356601 3.600000 
4.900000 6.389881 3.600000 
4.833334 6.389881 3.600000 
4.666667 6.389881 3.600000 
4.433333 6.389881 3.600000 
